ID;Datum;Frage 1 - Welches Geschlecht hast du?;Frage 2 - Wie alt bist du?;Frage 3 - Studierst du aktuell?;Frage 4 - Ich bin mit dem Bereich Verteidigung / Defense als mögliches Tätigkeitsfeld vertraut.;Frage 5 - Ranking - Was ist dir besonders wichtig bei einem Beruf? - Gehalt;Frage 5 - Ranking - Was ist dir besonders wichtig bei einem Beruf? - Gutes Arbeitsklima;Frage 5 - Ranking - Was ist dir besonders wichtig bei einem Beruf? - Übereinstimmung mit moralischen Werten;Frage 5 - Ranking - Was ist dir besonders wichtig bei einem Beruf? - Work-Life-Balance;Frage 5 - Ranking - Was ist dir besonders wichtig bei einem Beruf? - Gesellschaftlicher Beitrag;Frage 5 - Ranking - Was ist dir besonders wichtig bei einem Beruf? - Interesse & Spaß an der Tätigkeit;Frage 5 - Ranking - Was ist dir besonders wichtig bei einem Beruf? - Jobsicherheit;Frage 5 - Ranking - Was ist dir besonders wichtig bei einem Beruf? - Karriere & Aufstiegsmöglichkeiten;Frage 6 - Was studierst du?;Frage 7 - In welchem Semester bist du?;Frage 8 - In meinem Studiengang wird (Berufs)ethik thematisiert.;Frage 9 - Ich fühle mich durch mein Studium ausreichend auf ethische Fragen in meinem Berufsfeld vorbereitet.;Frage 10 - In welchem Bereich arbeitest du?;Frage 11 - (Berufs)ethik bietet für mich eine Orientierung für mein Handeln.;Frage 12 - Ich kann mir vorstellen, in einem Unternehmen oder Projekt mit Bezug zum Rüstungs-/Verteidigungsbereich zu arbeiten.;Frage 13 - Falls du es dir vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Schutz demokratischer Werte und staatlicher Souveränität;Frage 13 - Falls du es dir vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Geopolitische Verantwortung Deutschlands / Europas;Frage 13 - Falls du es dir vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Berufliche Perspektiven (Karrierechancen);Frage 13 - Falls du es dir vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Finanzielle Gründe;Frage 13 - Falls du es dir vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Technische Innovation und interessante Projekte;Frage 13 - Falls du es dir vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Keiner der Gründe;Frage 14 - Falls du es dir nicht vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Moralische / ethische Bedenken;Frage 14 - Falls du es dir nicht vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Politische Überzeugung;Frage 14 - Falls du es dir nicht vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Unklare rechtliche Verantwortung;Frage 14 - Falls du es dir nicht vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Soziales Umfeld / Stigmatisierung / Erwartungen anderer;Frage 14 - Falls du es dir nicht vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);Frage 14 - Falls du es dir nicht vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Keiner der Gründe;Frage 15 - Ich kann mir vorstellen, an einem Forschungsprojekt mit militärischer Förderung teilzunehmen.;Frage 16 - Wer trägt deiner Meinung nach am meisten persönliche moralische Mitverantwortung für die Anwendung technischer Arbeit? - Der/Die Ingenieur*in selbst;Frage 16 - Wer trägt deiner Meinung nach am meisten persönliche moralische Mitverantwortung für die Anwendung technischer Arbeit? - Der Arbeitgeber;Frage 16 - Wer trägt deiner Meinung nach am meisten persönliche moralische Mitverantwortung für die Anwendung technischer Arbeit? - Der Gesetzgeber /Die Politik;Frage 16 - Wer trägt deiner Meinung nach am meisten persönliche moralische Mitverantwortung für die Anwendung technischer Arbeit? - Der Auftraggeber;Frage 16 - Wer trägt deiner Meinung nach am meisten persönliche moralische Mitverantwortung für die Anwendung technischer Arbeit? - Die Gesellschaft als Ganzes;Frage 17 - Szenario: Du erhältst zwei gleichwertige Stellenangebote: Angebot A von einer zivilen Firma. Angebot B von einem Rüstungskonzern mit 20 % höherem Gehalt. Vom Inhalt her sind die beiden Angebote gleich herausfordernd und interessant. Was würdest du tun?;Frage 18 - Ich hätte Bedenken, wenn Produkte oder Software, die ich in einem zivilen Unternehmen entwickelt habe, auch im militärischen Bereich verwendet werden (Dual-Use)?;Frage 19 - Ich hätte Gewissenskonflikte, wenn ich im Defense-Bereich arbeiten würde.;Frage 20 - Meine Einstellung zur Arbeit im Verteidigungsbereich hat sich in den letzten 2-3 Jahren verändert.;Frage 21 - Gibt es etwas, das du zum Thema Berufsethik und Defense ergänzen möchtest?;ist anonym;abgeschlossen;beendet;Beantwortungsdauer (in s);Antwort-Quote;Sprache;Startzeit;Endzeit;Laufzeit;Dauer für Seite 1 (in s);Dauer für Seite 2 (in s);Dauer für Seite 3 (in s);Dauer für Seite 4 (in s);Dauer für Seite 5 (in s)
240;17.06.26;Weiblich;23-27;Ja;3;1;3;8;6;7;2;5;4;Elektrotechnik;1./2. Semester;Nein;5;Elektrotechnik;5;1;;;;;;Keiner der Gründe;;;;;Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);;1;5;2;3;1;4;Ich würde Angebot A wählen;5;5;1;;1;1;1;183.03;95.24%;de;17.06.26;17.06.26; 00:03:04;61;20;12;51;39
242;17.06.26;Männlich;18-22;Ja;2;3;4;1;5;7;8;2;6;Elektrotechnik;1./2. Semester;Nein;1;Ich arbeite nicht;3;1;;;;Finanzielle Gründe;;;Moralische / ethische Bedenken;;;Soziales Umfeld / Stigmatisierung / Erwartungen anderer;;;1;5;1;2;3;4;Ich würde Angebot A wählen, aber der Gehaltsunterschied lässt mich zögern;4;5;3;;1;1;1;6065.84;95.24%;de;17.06.26;17.06.26; 01:41:06;121;45;41;87;5771
243;17.06.26;Weiblich;18-22;Ja;3;3;2;6;4;8;1;7;5;Elektrotechnik;1./2. Semester;Nein;3;Elektrotechnik;3;3;Schutz demokratischer Werte und staatlicher Souveränität;;;;Technische Innovation und interessante Projekte;;;;Unklare rechtliche Verantwortung;;;;4;5;1;4;2;3;Ich würde Angebot B aus anderen Gründen wählen;3;3;3;;1;1;1;6446.79;95.24%;de;17.06.26;17.06.26; 01:47:27;180;75;47;72;6073
244;17.06.26;Männlich;18-22;Ja;1;3;6;4;5;2;1;7;8;Elektrotechnik;1./2. Semester;Nein;2;Anderes;5;1;;;;;;Keiner der Gründe;Moralische / ethische Bedenken;Politische Überzeugung;;;;;1;4;1;3;2;5;Ich würde Angebot A wählen;5;5;5;;1;1;1;179.98;95.24%;de;17.06.26;17.06.26; 00:03:00;40;21;46;35;38
245;17.06.26;Männlich;18-22;Ja;3;3;2;7;5;8;1;6;4;Elektrotechnik;1./2. Semester;Nein;4;Elektrotechnik;3;4;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;Berufliche Perspektiven (Karrierechancen);;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;4;5;4;1;3;2;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;1;1;1;;1;1;1;327.01;95.24%;de;17.06.26;17.06.26; 00:05:28;93;23;15;59;138
246;17.06.26;Männlich;18-22;Ja;3;2;5;4;6;8;1;7;3;Elektrotechnik;1./2. Semester;Nein;4;Ich arbeite nicht;4;4;Schutz demokratischer Werte und staatlicher Souveränität;;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;Technische Innovation und interessante Projekte;;Moralische / ethische Bedenken;;;;;;4;4;3;1;2;5;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;2;3;3;;1;1;1;631.27;95.24%;de;17.06.26;17.06.26; 00:10:32;151;81;51;129;218
247;17.06.26;Männlich;23-27;Ja;3;1;5;7;4;3;6;8;2;Elektrotechnik;3./4. Semester;Nein;1;Ich arbeite nicht;5;1;;;;;;Keiner der Gründe;Moralische / ethische Bedenken;Politische Überzeugung;;;;;1;5;4;2;3;1;Ich würde Angebot A wählen;5;5;2;;1;1;1;231.01;95.24%;de;17.06.26;17.06.26; 00:03:52;27;25;29;56;94
248;17.06.26;Männlich;23-27;Ja;5;1;5;8;6;7;4;2;3;Maschinenbau;3./4. Semester;Nein;1;Maschinenbau und Produktion;3;4;;;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;5;4;1;3;2;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;1;1;1;;1;1;1;280.2;95.24%;de;17.06.26;17.06.26; 00:04:41;88;28;22;51;91
249;17.06.26;Männlich;23-27;Ja;1;4;7;5;2;1;6;3;8;Elektrotechnik;3./4. Semester;Weiß ich nicht;1;Anderes;5;1;;;;;;Keiner der Gründe;Moralische / ethische Bedenken;Politische Überzeugung;;;;;1;3;4;2;5;1;Ich würde Angebot A wählen;5;5;3;;1;1;1;205.33;95.24%;de;17.06.26;17.06.26; 00:03:26;67;21;16;43;59
250;18.06.26;Weiblich;18-22;Ja;1;4;2;7;5;6;3;1;8;Wirtschaftsinformatik ;1./2. Semester;Nein;2;Informatik / Software Engineering;3;1;Schutz demokratischer Werte und staatlicher Souveränität;;;;;;Moralische / ethische Bedenken;;;;;;1;5;3;1;4;2;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;3;3;2;;1;1;1;224.96;95.24%;de;18.06.26;18.06.26; 00:03:45;54;29;15;36;92
251;18.06.26;Männlich;18-22;Ja;5;2;6;8;5;7;4;3;1;Informatik;3./4. Semester;Weiß ich nicht;5;Informatik / Software Engineering;1;4;;;;;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;4;5;3;1;4;2;Ich würde Angebot B aus anderen Gründen wählen;2;2;2;;1;1;1;310.03;95.24%;de;18.06.26;18.06.26; 00:05:11;65;79;20;60;86
253;18.06.26;Männlich;18-22;Ja;5;1;4;7;2;8;3;6;5;Wirtschaftsinformatik ;1./2. Semester;Nein;1;Anderes;1;3;;;;Finanzielle Gründe;;;;;;Soziales Umfeld / Stigmatisierung / Erwartungen anderer;;;3;5;2;1;4;3;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;3;1;3;Verteidigung ist wichtig, Angriff ist scheiße und jeder der Angreift ist ein ******;1;1;1;242.55;100%;de;18.06.26;18.06.26; 00:04:03;72;18;15;46;92
254;18.06.26;Männlich;18-22;Ja;1;3;8;5;6;2;1;7;4;Wirtschaftsinformatik ;1./2. Semester;Weiß ich nicht;3;Anderes;4;5;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;;;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;5;4;2;3;1;Ich würde Angebot B aus anderen Gründen wählen;3;2;1;;1;1;1;226.58;95.24%;de;18.06.26;18.06.26; 00:03:47;73;15;18;53;66
255;18.06.26;Männlich;18-22;Ja;4;3;2;7;4;8;1;6;5;Wirtschaftsinformatik ;1./2. Semester;Weiß ich nicht;4;Informatik / Software Engineering;4;5;;;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;3;1;2;4;5;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;4;1;2;;1;1;1;299.8;95.24%;de;18.06.26;18.06.26; 00:05:00;105;29;20;30;116
256;18.06.26;Weiblich;18-22;Ja;1;1;3;7;8;5;2;4;6;Wirtschaftsinformatik ;1./2. Semester;Nein;2;Informatik / Software Engineering;4;1;;;;;;Keiner der Gründe;Moralische / ethische Bedenken;Politische Überzeugung;;;;;2;5;3;1;4;2;Ich würde Angebot A wählen, aber der Gehaltsunterschied lässt mich zögern;4;5;3;;1;1;1;247.34;95.24%;de;18.06.26;18.06.26; 00:04:08;87;25;31;45;59
257;18.06.26;Weiblich;18-22;Ja;1;3;6;7;5;8;2;4;1;Wirtschaftsinformatik ;1./2. Semester;Weiß ich nicht;4;Anderes;4;4;;;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;;;;;;;;Keiner der Gründe;2;4;1;3;2;5;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;4;4;2;;1;1;1;388.85;95.24%;de;18.06.26;18.06.26; 00:06:29;151;36;40;44;117
260;18.06.26;Männlich;18-22;Ja;4;1;4;6;5;8;2;7;3;Wirtschaftsinformatik ;1./2. Semester;Nein;3;Informatik / Software Engineering;4;4;Schutz demokratischer Werte und staatlicher Souveränität;;Berufliche Perspektiven (Karrierechancen);;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;4;2;3;1;5;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;1;1;1;;1;1;1;495.84;95.24%;de;18.06.26;18.06.26; 00:08:16;148;28;74;63;183
262;18.06.26;Weiblich;18-22;Ja;2;5;1;6;7;8;4;2;3;Wirtschaftsinformatik ;1./2. Semester;Ja, aber nur am Rande;2;Anderes;3;4;Schutz demokratischer Werte und staatlicher Souveränität;;;Finanzielle Gründe;;;;;;;;Keiner der Gründe;1;5;3;1;2;4;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;3;4;1;;1;1;1;2010.12;95.24%;de;18.06.26;18.06.26; 00:33:31;1770;57;31;65;86
264;18.06.26;Weiblich;18-22;Ja;1;1;6;4;7;8;2;5;3;International Business / BWL;3./4. Semester;Ja, aber nur am Rande;2;Ich arbeite nicht;3;1;;;;;;Keiner der Gründe;;;Unklare rechtliche Verantwortung;;;;1;5;3;2;4;1;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;1;1;1;;1;1;1;612.52;95.24%;de;18.06.26;18.06.26; 00:10:13;116;53;80;126;238
265;18.06.26;Männlich;18-22;Ja;3;2;5;6;3;4;1;7;8;Wirtschaftsinformatik ;1./2. Semester;Weiß ich nicht;2;Informatik / Software Engineering;2;4;;;;;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;3;5;1;4;2;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;1;1;2;;1;1;1;156.74;95.24%;de;18.06.26;18.06.26; 00:02:37;53;18;15;19;52
267;19.06.26;Männlich;28-34;Ja;1;4;5;1;8;7;6;2;3;Informatik;1./2. Semester;Ja;3;Ich arbeite nicht;1;5;;;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;;;;;;;;Keiner der Gründe;5;4;2;5;1;3;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;1;1;1;;1;1;1;3089.38;95.24%;de;19.06.26;19.06.26; 00:51:30;28;16;14;46;2984
268;19.06.26;Männlich;18-22;Ja;4;4;2;5;7;6;1;8;3;Wirtschaftsinformatik ;5./6. Semester;Ja, aber nur am Rande;2;Anderes;4;3;;;;;Technische Innovation und interessante Projekte;;;;Unklare rechtliche Verantwortung;;;;2;5;2;3;1;4;Ich würde Angebot A wählen, aber der Gehaltsunterschied lässt mich zögern;3;3;2;;1;1;1;419.48;95.24%;de;19.06.26;19.06.26; 00:07:00;186;41;29;70;93
269;19.06.26;Weiblich;18-22;Ja;2;3;2;5;1;8;4;6;7;Wirtschaftsinformatik ;5./6. Semester;Nein;2;Anderes;3;1;;;;;;Keiner der Gründe;Moralische / ethische Bedenken;Politische Überzeugung;;;;;2;4;1;3;2;5;Ich würde Angebot A wählen, aber der Gehaltsunterschied lässt mich zögern;4;5;3;;1;1;1;262.39;95.24%;de;19.06.26;19.06.26; 00:04:23;71;19;24;43;105
270;19.06.26;Weiblich;18-22;Ja;1;1;4;3;2;8;7;6;5;Wirtschaftsinformatik ;5./6. Semester;Nein;1;Anderes;2;1;;;;;;Keiner der Gründe;Moralische / ethische Bedenken;Politische Überzeugung;;;;;1;4;3;1;2;5;Ich würde Angebot A wählen, aber der Gehaltsunterschied lässt mich zögern;5;5;1;;1;1;1;205.83;95.24%;de;19.06.26;19.06.26; 00:03:26;37;17;19;50;83
271;19.06.26;Weiblich;18-22;Ja;3;3;1;7;4;8;2;5;6;International Business / BWL;3./4. Semester;Nein;2;Anderes;3;3;Schutz demokratischer Werte und staatlicher Souveränität;;;;;;;;;;Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);;4;5;2;1;4;3;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;3;2;4;;1;1;1;218.95;95.24%;de;19.06.26;19.06.26; 00:03:39;91;21;12;31;64
272;19.06.26;Weiblich;18-22;Ja;2;3;6;7;1;8;2;5;4;International Business / BWL;3./4. Semester;Ja, aber nur am Rande;3;Ich arbeite nicht;4;1;;;;;;Keiner der Gründe;Moralische / ethische Bedenken;;Unklare rechtliche Verantwortung;;;;1;5;3;1;4;2;Ich würde Angebot A wählen, aber der Gehaltsunterschied lässt mich zögern;3;5;2;;1;1;1;543.93;95.24%;de;19.06.26;19.06.26; 00:09:04;180;60;49;82;173
273;20.06.26;Männlich;23-27;Ja;4;8;3;2;4;5;1;6;7;Elektrotechnik;1./2. Semester;Ja;2;Elektrotechnik;5;1;;;;;;Keiner der Gründe;Moralische / ethische Bedenken;;;;;;1;4;3;2;1;5;Ich würde Angebot A wählen;5;5;1;;1;1;1;254.15;95.24%;de;20.06.26;20.06.26; 00:04:15;72;22;12;57;91
274;20.06.26;Männlich;18-22;Ja;2;2;3;7;4;8;1;5;6;Social Data Science & Communication;1./2. Semester;Ja, aber nur am Rande;2;Ich arbeite nicht;4;2;;;;Finanzielle Gründe;;;Moralische / ethische Bedenken;Politische Überzeugung;;;;;3;4;3;1;2;5;Ich würde Angebot A wählen, aber der Gehaltsunterschied lässt mich zögern;5;4;4;;1;1;1;147.3;95.24%;de;20.06.26;20.06.26; 00:02:28;43;35;6;37;26
275;20.06.26;Weiblich;23-27;Ja;5;3;8;5;7;1;4;2;6;International Business / BWL;7./8. Semester;Ja, aber nur am Rande;4;Anderes;5;1;;;;;;Keiner der Gründe;Moralische / ethische Bedenken;Politische Überzeugung;;;;;1;4;3;2;1;5;Ich würde Angebot A wählen;5;5;4;;1;1;1;167.78;95.24%;de;20.06.26;20.06.26; 00:02:48;66;29;12;29;32
276;25.06.26;Männlich;18-22;Ja;5;1;4;7;3;8;6;2;5;Wirtschaftsinformatik ;3./4. Semester;Nein;3;Informatik / Software Engineering;2;5;;;;Finanzielle Gründe;;;;;;;Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);;5;1;2;4;3;5;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;2;2;2;;1;1;1;356.79;95.24%;de;25.06.26;25.06.26; 00:05:57;54;21;34;70;179
277;25.06.26;Weiblich;18-22;Ja;2;2;8;6;4;7;1;5;3;Wirtschaftsinformatik ;5./6. Semester;Nein;4;Informatik / Software Engineering;4;4;Schutz demokratischer Werte und staatlicher Souveränität;;;Finanzielle Gründe;;;;;;;;Keiner der Gründe;4;5;4;2;3;1;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;2;4;3;;1;1;1;301.05;95.24%;de;25.06.26;25.06.26; 00:05:02;73;26;14;33;155
278;25.06.26;Männlich;23-27;Ja;3;1;4;8;2;7;3;5;6;Wirtschaftsinformatik ;3./4. Semester;Nein;4;Data Science / Data Engineering;4;5;;;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;5;3;2;1;4;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;1;1;1;;1;1;1;163.9;95.24%;de;25.06.26;25.06.26; 00:02:44;67;15;14;33;35
279;25.06.26;Männlich;23-27;Ja;5;1;4;8;6;7;5;3;2;Wirtschaftsinformatik ;3./4. Semester;Ja, aber nur am Rande;5;Informatik / Software Engineering;1;5;Schutz demokratischer Werte und staatlicher Souveränität;;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;;;;;Unklare rechtliche Verantwortung;;Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);;5;5;4;1;3;2;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;1;1;1;;1;1;1;1078.53;95.24%;de;25.06.26;25.06.26; 00:17:59;117;23;708;82;149
280;25.06.26;Männlich;23-27;Ja;5;3;1;7;2;6;8;5;4;Wirtschaftsinformatik ;3./4. Semester;Nein;3;Informatik / Software Engineering;3;5;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;2;5;3;4;1;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;1;1;3;;1;1;1;2550.13;95.24%;de;25.06.26;25.06.26; 00:42:31;117;20;67;70;2276
281;25.06.26;Männlich;18-22;Ja;1;2;3;4;6;7;1;5;8;Informatik;3./4. Semester;Ja, aber nur am Rande;1;Ich arbeite nicht;3;5;Schutz demokratischer Werte und staatlicher Souveränität;;;;Technische Innovation und interessante Projekte;;Moralische / ethische Bedenken;;;;;;5;4;2;1;3;5;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;1;1;1;;1;1;1;2121.16;95.24%;de;25.06.26;25.06.26; 00:35:22;1313;194;15;340;258
282;25.06.26;Männlich;18-22;Ja;3;3;6;7;1;8;2;4;5;Wirtschaftsinformatik ;1./2. Semester;Ja, aber nur am Rande;3;Informatik / Software Engineering;3;4;;;;Finanzielle Gründe;Technische Innovation und interessante Projekte;;;;Unklare rechtliche Verantwortung;;Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);;4;4;3;2;1;5;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;2;2;2;;1;1;1;606.33;95.24%;de;25.06.26;25.06.26; 00:10:07;160;46;66;91;243
283;25.06.26;Männlich;18-22;Ja;4;1;6;7;3;8;5;4;2;International Business / BWL;1./2. Semester;Ja, aber nur am Rande;3;Anderes;2;5;;Geopolitische Verantwortung Deutschlands / Europas;;Finanzielle Gründe;Technische Innovation und interessante Projekte;;;;;;Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);;5;5;3;2;1;4;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;2;2;2;;1;1;1;204.42;95.24%;de;25.06.26;25.06.26; 00:03:25;62;19;15;46;62
284;26.06.26;Männlich;23-27;Ja;3;1;6;8;5;7;4;3;2;Wirtschaftsinformatik ;1./2. Semester;Ja, aber nur am Rande;2;Anderes;2;5;;;;Finanzielle Gründe;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;4;4;2;3;5;1;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;1;1;1;;1;1;1;175.53;95.24%;de;26.06.26;26.06.26; 00:02:56;57;20;12;21;66
285;26.06.26;Männlich;28-34;Ja;3;1;3;8;2;7;6;5;4;Informatik;1./2. Semester;Nein;3;Ich arbeite nicht;1;5;;;;Finanzielle Gründe;;;;;;;;Keiner der Gründe;5;5;2;1;3;4;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;5;3;4;;1;1;1;198.98;95.24%;de;26.06.26;26.06.26; 00:03:19;106;19;10;23;41
287;26.06.26;Männlich;18-22;Ja;4;4;1;8;6;7;2;3;5;International Business / BWL;1./2. Semester;Weiß ich nicht;3;Anderes;2;5;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;5;4;1;3;2;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;4;1;3;;1;1;1;176.15;95.24%;de;26.06.26;26.06.26; 00:02:57;39;15;29;34;59
288;26.06.26;Weiblich;18-22;Ja;4;5;7;1;4;6;8;2;3;International Business / BWL;1./2. Semester;Ja;3;Anderes;5;4;Schutz demokratischer Werte und staatlicher Souveränität;;Berufliche Perspektiven (Karrierechancen);;;;;;;Soziales Umfeld / Stigmatisierung / Erwartungen anderer;Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);;3;5;4;1;3;2;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;1;1;4;;1;1;1;532.66;95.24%;de;26.06.26;26.06.26; 00:08:53;66;325;21;52;69
289;26.06.26;Weiblich;23-27;Ja;5;3;2;7;6;8;1;5;4;International Business / BWL;1./2. Semester;Nein;2;Anderes;3;5;;;;;;Keiner der Gründe;;;;;;Keiner der Gründe;5;4;3;1;2;5;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;1;1;1;Ich hab bereits in einem früheren Beruf gearbeitet, wo auch Kontakte zu Rüstungsfirmen bestanden. Für mich ist der Defense Bereich ein wirtschaftlicher Bereich wie jeder andere auch. Schön wäre natürlich, wenn man ihn gar nicht erst brauchen würde, aber das wird in dieser Welt leider nicht möglich sein. Und deshalb sind das essenzielle Berufe für mich die auch jemand erledigen muss. Leider gibt es hier zu viele Vorurteile und Diskriminierung!;1;1;1;406.02;100%;de;26.06.26;26.06.26; 00:06:47;70;31;30;52;223
290;26.06.26;Weiblich;18-22;Ja;2;4;3;1;6;2;5;8;7;International Business / BWL;7./8. Semester;Ja;5;Anderes;5;2;;;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;;;Moralische / ethische Bedenken;;;;;;5;5;4;1;3;2;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;4;5;4;;1;1;1;255.96;95.24%;de;26.06.26;26.06.26; 00:04:16;65;21;26;59;86
291;26.06.26;Weiblich;23-27;Ja;4;1;2;7;3;8;6;4;5;International Business / BWL;1./2. Semester;Nein;4;Anderes;2;5;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;;Finanzielle Gründe;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;3;4;2;5;1;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;2;1;5;;1;1;1;281.09;95.24%;de;26.06.26;26.06.26; 00:04:42;62;20;27;58;114
292;26.06.26;Männlich;18-22;Ja;3;2;8;6;3;7;1;4;5;International Business / BWL;1./2. Semester;Ja, aber nur am Rande;4;Ich arbeite nicht;3;2;;;;;;Keiner der Gründe;Moralische / ethische Bedenken;;Unklare rechtliche Verantwortung;;Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);;2;5;4;1;3;2;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;3;4;4;;1;1;1;306.21;95.24%;de;26.06.26;26.06.26; 00:05:07;80;24;15;68;119
